text,introduction,education,skills,experience,career_goals
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore",1,0,0,0,0
"I am a student",0,1,0,0,0
"I know Python",0,0,1,0,0
"I want to learn AI",0,0,0,0,1
"I worked at TCS",0,0,0,1,0
"I am from Bangalore and I am a student",1,1,0,0,0
"I am a student and I know Python",0,1,1,0,0
"I know Python and I want to learn AI",0,0,1,0,1
"I worked at TCS and I want to become developer",0,0,0,1,1
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student",0,1,0,0,0
"I know Python",0,0,1,0,0
"I want to learn AI",0,0,0,0,1
"I worked at TCS",0,0,0,1,0
"I am from Bangalore and I am a student",1,1,0,0,0
"I am a student and I know Python",0,1,1,0,0
"I know Python and I want to learn AI",0,0,1,0,1
"I worked at TCS and I want to become developer",0,0,0,1,1
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I know Python",1,0,1,0,0
