text,name_present,degree_present,college_present,skills_present,experience_present,career_goal_present
I am studying MCA in IIT Delhi I know Machine Learning I worked at Infosys My goal is to work in tech,0,1,1,1,1,1
My name is Rishi I am studying MCA I know Web Development I worked at TCS,1,1,0,1,1,0
My name is Krishna in Delhi University My goal is to be developer,1,0,1,0,0,1
My name is Pooja I am studying Mechanical Engineering I worked at TCS,1,1,0,0,1,0
My name is Harpreet I am studying BCA in Chandigarh University I know Python I worked at Startup,1,1,1,1,1,0
My name is Gurpreet I am studying Mechanical Engineering in IIT Delhi I know Python I worked at TCS,1,1,1,1,1,0
My name is Ananya I am studying MCA I know Web Development My goal is to be developer,1,1,0,1,0,1
I am studying BTech in Delhi University I know Python My goal is to be developer,0,1,1,1,0,1
My name is Zoya I know Web Development My goal is to work in tech,1,0,0,1,0,1
My name is Faizan I am studying MCA I worked at TCS,1,1,0,0,1,0
My name is Deepak I am studying Mechanical Engineering in Chandigarh University I know Web Development I worked at Startup My goal is to be developer,1,1,1,1,1,1
My name is Sreshth I am studying MCA I know Machine Learning My goal is to be developer,1,1,0,1,0,1
My name is Ayesha I am studying BTech in Chandigarh University I know Python I worked at TCS My goal is to be developer,1,1,1,1,1,1
My name is Yashraj I am studying BCA in Chandigarh University I know Python My goal is to be developer,1,1,1,1,0,1
My name is Rudra I am studying BTech I worked at Startup,1,1,0,0,1,0
My name is Yashraj I am studying BCA I know Web Development My goal is to become AI engineer,1,1,0,1,0,1
I am studying Mechanical Engineering I know Machine Learning I worked at TCS,0,1,0,1,1,0
My name is Ananya I am studying Mechanical Engineering,1,1,0,0,0,0
My name is Rudra I am studying BCA in IIT Delhi I worked at Startup,1,1,1,0,1,0
My name is Saanvi I am studying BCA I know Python,1,1,0,1,0,0
My name is Neha I am studying MCA My goal is to become AI engineer,1,1,0,0,0,1
My name is Shivansh in IIT Delhi I know Python My goal is to work in tech,1,0,1,1,0,1
My name is Priyanshu I am studying BTech I know Python I worked at Infosys My goal is to be developer,1,1,0,1,1,1
My name is Venkatesh I am studying MCA in Chandigarh University,1,1,1,0,0,0
My name is Deepak I am studying BTech I know Python I worked at Infosys My goal is to work in tech,1,1,0,1,1,1
I am studying Mechanical Engineering I know Machine Learning I worked at Infosys My goal is to work in tech,0,1,0,1,1,1
My name is Yashraj I am studying BCA in Chandigarh University I know Web Development,1,1,1,1,0,0
My name is Ishaan in Delhi University I worked at TCS My goal is to become AI engineer,1,0,1,0,1,1
My name is Jasleen I worked at Startup,1,0,0,0,1,0
My name is Ishaan I am studying Mechanical Engineering in IIT Delhi I know Python I worked at TCS My goal is to work in tech,1,1,1,1,1,1
My name is Vivaan I am studying BCA,1,1,0,0,0,0
My name is Myra I am studying BTech I know Python My goal is to be developer,1,1,0,1,0,1
My name is Diya in Delhi University I know Web Development I worked at Infosys My goal is to be developer,1,0,1,1,1,1
My name is Yashraj I am studying BTech in IIT Delhi I know Machine Learning My goal is to become AI engineer,1,1,1,1,0,1
My name is Saanvi I am studying Mechanical Engineering I worked at Startup My goal is to work in tech,1,1,0,0,1,1
I am studying BCA in IIT Delhi I worked at Startup My goal is to work in tech,0,1,1,0,1,1
My name is Jasleen I am studying MCA I know Python My goal is to work in tech,1,1,0,1,0,1
My name is Rohit in IIT Delhi I know Web Development My goal is to be developer,1,0,1,1,0,1
My name is Myra I am studying Mechanical Engineering in IIT Delhi,1,1,1,0,0,0
My name is Venkatesh My goal is to become AI engineer,1,0,0,0,0,1
My name is Jasleen I am studying BTech I know Web Development,1,1,0,1,0,0
My name is Shivansh I am studying Mechanical Engineering I worked at Infosys My goal is to work in tech,1,1,0,0,1,1
My name is Zoya I am studying BTech in Delhi University I worked at TCS,1,1,1,0,1,0
My name is Siddharth I am studying BTech in IIT Delhi I worked at Startup My goal is to become AI engineer,1,1,1,0,1,1
My name is Venkatesh in Delhi University I know Machine Learning My goal is to become AI engineer,1,0,1,1,0,1
My name is Harpreet in Delhi University,1,0,1,0,0,0
My name is Faizan I worked at Startup,1,0,0,0,1,0
My name is Myra I am studying MCA I know Machine Learning,1,1,0,1,0,0
My name is Aadhya I am studying Mechanical Engineering I know Python My goal is to become AI engineer,1,1,0,1,0,1
My name is Harshit I am studying Mechanical Engineering in Chandigarh University I know Web Development I worked at Infosys My goal is to be developer,1,1,1,1,1,1
My name is Diya I am studying MCA in Chandigarh University I know Web Development I worked at TCS My goal is to work in tech,1,1,1,1,1,1
My name is Myra I am studying BTech I know Web Development My goal is to become AI engineer,1,1,0,1,0,1
My name is Aadhya I am studying BCA I know Web Development I worked at TCS My goal is to be developer,1,1,0,1,1,1
My name is Harshit I am studying BCA in Chandigarh University I know Machine Learning,1,1,1,1,0,0
My name is Kunal I am studying Mechanical Engineering in Delhi University I know Python,1,1,1,1,0,0
My name is Shivansh I am studying Mechanical Engineering in IIT Delhi I know Machine Learning My goal is to be developer,1,1,1,1,0,1
My name is Devansh I am studying Mechanical Engineering I know Python My goal is to be developer,1,1,0,1,0,1
in Delhi University I worked at Infosys My goal is to be developer,0,0,1,0,1,1
My name is Neha I know Machine Learning I worked at Startup,1,0,0,1,1,0
My name is Siddharth I know Python My goal is to become AI engineer,1,0,0,1,0,1
in IIT Delhi I know Web Development I worked at Infosys My goal is to become AI engineer,0,0,1,1,1,1
My name is Kabir I am studying Mechanical Engineering in Delhi University My goal is to be developer,1,1,1,0,0,1
My name is Vivaan I am studying Mechanical Engineering I worked at Infosys My goal is to work in tech,1,1,0,0,1,1
My name is Lalita I am studying BTech in Delhi University I know Python,1,1,1,1,0,0
My name is Vivaan,1,0,0,0,0,0
My name is Shivansh I am studying BCA I know Python,1,1,0,1,0,0
I am studying Mechanical Engineering in Delhi University I worked at Infosys,0,1,1,0,1,0
My name is Nikhil I am studying MCA in Chandigarh University I know Web Development My goal is to become AI engineer,1,1,1,1,0,1
My name is Ananya I am studying BTech in IIT Delhi I worked at Startup My goal is to become AI engineer,1,1,1,0,1,1
My name is Aadhya I am studying BCA I worked at Infosys My goal is to be developer,1,1,0,0,1,1
My name is Aarav I am studying BTech I know Machine Learning,1,1,0,1,0,0
My name is Ananya I am studying BCA in Delhi University I know Web Development I worked at TCS,1,1,1,1,1,0
My name is Venkatesh I am studying MCA My goal is to work in tech,1,1,0,0,0,1
My name is Devansh I am studying BTech in Delhi University I know Python I worked at TCS,1,1,1,1,1,0
My name is Deepak My goal is to be developer,1,0,0,0,0,1
My name is Devansh I worked at Startup My goal is to be developer,1,0,0,0,1,1
My name is Myra in IIT Delhi I worked at TCS My goal is to become AI engineer,1,0,1,0,1,1
My name is Deepak I am studying Mechanical Engineering in Chandigarh University I know Python,1,1,1,1,0,0
My name is Sreshth I am studying Mechanical Engineering in Delhi University I worked at TCS My goal is to become AI engineer,1,1,1,0,1,1
My name is Deepak I am studying BTech in IIT Delhi My goal is to be developer,1,1,1,0,0,1
in Chandigarh University I know Machine Learning My goal is to work in tech,0,0,1,1,0,1
My name is Yashraj in Chandigarh University I know Python I worked at Startup My goal is to become AI engineer,1,0,1,1,1,1
My name is Neha I know Machine Learning,1,0,0,1,0,0
My name is Akash I am studying BCA I know Web Development I worked at Startup,1,1,0,1,1,0
My name is Atharv I am studying BTech in Chandigarh University I worked at Startup,1,1,1,0,1,0
My name is Atharv I am studying BCA I know Python I worked at Startup,1,1,0,1,1,0
My name is Siddharth My goal is to work in tech,1,0,0,0,0,1
My name is Diya I am studying MCA I know Web Development My goal is to work in tech,1,1,0,1,0,1
My name is Harpreet I am studying Mechanical Engineering I know Web Development My goal is to become AI engineer,1,1,0,1,0,1
I am studying BTech in Chandigarh University I know Web Development,0,1,1,1,0,0
My name is Zoya I am studying BTech in Delhi University I know Python My goal is to work in tech,1,1,1,1,0,1
My name is Diya in IIT Delhi I know Python My goal is to become AI engineer,1,0,1,1,0,1
My name is Kunal I am studying MCA My goal is to work in tech,1,1,0,0,0,1
My name is Harpreet I am studying Mechanical Engineering in Chandigarh University I know Web Development I worked at Startup,1,1,1,1,1,0
My name is Pooja I worked at Infosys My goal is to become AI engineer,1,0,0,0,1,1
My name is Venkatesh I am studying Mechanical Engineering I worked at Startup My goal is to work in tech,1,1,0,0,1,1
I am studying BTech I worked at Startup My goal is to become AI engineer,0,1,0,0,1,1
My name is Nikhil I am studying MCA My goal is to become AI engineer,1,1,0,0,0,1
My name is Nikhil I am studying BCA in Delhi University I know Web Development I worked at Startup My goal is to be developer,1,1,1,1,1,1
My name is Sreshth I worked at Infosys My goal is to become AI engineer,1,0,0,0,1,1
I am studying BCA in Chandigarh University I know Machine Learning My goal is to be developer,0,1,1,1,0,1
My name is Priyanshu I am studying Mechanical Engineering I worked at TCS,1,1,0,0,1,0
My name is Ishaan in Chandigarh University I know Web Development I worked at Startup My goal is to become AI engineer,1,0,1,1,1,1
in Delhi University I know Python I worked at TCS My goal is to be developer,0,0,1,1,1,1
My name is Diya I am studying BTech in Delhi University I know Machine Learning My goal is to be developer,1,1,1,1,0,1
My name is Saanvi in Chandigarh University I know Machine Learning My goal is to become AI engineer,1,0,1,1,0,1
My name is Akash I am studying BTech I know Web Development My goal is to be developer,1,1,0,1,0,1
My name is Pooja I am studying Mechanical Engineering I know Python,1,1,0,1,0,0
I am studying MCA in Delhi University I know Web Development I worked at Infosys My goal is to work in tech,0,1,1,1,1,1
My name is Somanshu in Chandigarh University My goal is to be developer,1,0,1,0,0,1
My name is Siddhant,1,0,0,0,0,0
My name is Bhargav I am studying Mechanical Engineering in IIT Delhi I know Python My goal is to be developer,1,1,1,1,0,1
I am studying BTech in Chandigarh University I worked at Infosys My goal is to become AI engineer,0,1,1,0,1,1
My name is Rohit I am studying BCA I know Web Development,1,1,0,1,0,0
I am studying MCA in Delhi University I know Web Development I worked at TCS My goal is to be developer,0,1,1,1,1,1
I am studying Mechanical Engineering in Chandigarh University,0,1,1,0,0,0
My name is Rudra I am studying BTech in IIT Delhi I worked at Startup,1,1,1,0,1,0
I am studying MCA in Chandigarh University I worked at TCS My goal is to become AI engineer,0,1,1,0,1,1
My name is Aarav I am studying MCA in IIT Delhi I know Machine Learning I worked at Infosys,1,1,1,1,1,0
My name is Chaitanya I am studying BTech in Delhi University My goal is to be developer,1,1,1,0,0,1
My name is Shivansh I am studying Mechanical Engineering in Delhi University I know Machine Learning I worked at TCS My goal is to work in tech,1,1,1,1,1,1
My name is Venkatesh I am studying MCA in Chandigarh University I worked at Startup My goal is to become AI engineer,1,1,1,0,1,1
My name is Neha in IIT Delhi I know Machine Learning My goal is to be developer,1,0,1,1,0,1
My name is Siddharth I am studying Mechanical Engineering My goal is to work in tech,1,1,0,0,0,1
My name is Faizan in Delhi University My goal is to work in tech,1,0,1,0,0,1
My name is Bhargav I am studying BCA I worked at Startup My goal is to be developer,1,1,0,0,1,1
My name is Rishi I am studying MCA I worked at Infosys My goal is to become AI engineer,1,1,0,0,1,1
My name is Ananya I am studying BTech I know Python My goal is to be developer,1,1,0,1,0,1
My name is Aditya in Chandigarh University I know Web Development My goal is to be developer,1,0,1,1,0,1
My name is Harshit I am studying Mechanical Engineering in IIT Delhi I know Python,1,1,1,1,0,0
My name is Siddharth I am studying Mechanical Engineering in Delhi University I know Web Development,1,1,1,1,0,0
My name is Harshit in Delhi University,1,0,1,0,0,0
My name is Shivansh I am studying MCA in IIT Delhi I worked at Startup My goal is to become AI engineer,1,1,1,0,1,1
My name is Rehan I am studying BCA I know Python,1,1,0,1,0,0
My name is Ananya I know Machine Learning I worked at Startup,1,0,0,1,1,0
My name is Chaitanya I know Python My goal is to become AI engineer,1,0,0,1,0,1
My name is Bhargav I am studying Mechanical Engineering in IIT Delhi I know Machine Learning I worked at Infosys My goal is to work in tech,1,1,1,1,1,1
My name is Ananya in Chandigarh University,1,0,1,0,0,0
My name is Nikhil I worked at Startup,1,0,0,0,1,0
My name is Ayesha I am studying BCA in Chandigarh University I know Web Development My goal is to work in tech,1,1,1,1,0,1
My name is Subramanian I am studying BCA I know Web Development My goal is to work in tech,1,1,0,1,0,1
My name is Sai Teja I am studying Mechanical Engineering I know Machine Learning My goal is to be developer,1,1,0,1,0,1
My name is Tanmay I am studying BTech in IIT Delhi I know Web Development My goal is to work in tech,1,1,1,1,0,1
My name is Rudra I am studying BCA My goal is to work in tech,1,1,0,0,0,1
My name is Siddharth I am studying BCA in Chandigarh University I know Web Development My goal is to be developer,1,1,1,1,0,1
My name is Siddharth I know Machine Learning My goal is to become AI engineer,1,0,0,1,0,1
